Date,BRL_spot_FX_rate,Date,Current_account,Date,Trade_balance,Date,Implied_rate,Date,REER,Date,MOV_AVG_200D,Date,MOV_AVG_50D
8/27/12,2.0336,,,,,11/16/12,5.24,8/24/12,89.57,8/27/12,1.8941,8/27/12,2.0317
8/24/12,2.0266,,,,,11/15/12,5.235,8/23/12,89.28,8/24/12,1.8926,8/24/12,2.0322
8/23/12,2.0238,,,,,11/14/12,5.23,8/22/12,89.9,8/23/12,1.8913,8/23/12,2.0327
8/22/12,2.0163,,,,,11/13/12,5.315,8/21/12,89.94,8/22/12,1.8901,8/22/12,2.0333
8/21/12,2.0164,,,,,11/12/12,5.035,8/20/12,90.09,8/21/12,1.8887,8/21/12,2.0344
8/20/12,2.0171,,,,,11/9/12,5.045,8/17/12,90.29,8/20/12,1.8873,8/20/12,2.0355
8/17/12,2.0155,,,,,11/8/12,4.98,8/16/12,90,8/17/12,1.886,8/17/12,2.0364
8/16/12,2.0173,,,,,11/7/12,4.995,8/15/12,90,8/16/12,1.8846,8/16/12,2.0366
8/15/12,2.0229,,,,,11/6/12,5.005,8/14/12,89.76,8/15/12,1.8832,8/15/12,2.0369
8/14/12,2.0262,,,,,11/5/12,5.205,8/13/12,89.68,8/14/12,1.8817,8/14/12,2.0369
8/13/12,2.0209,,,,,11/2/12,4.995,8/10/12,90.21,8/13/12,1.8799,8/13/12,2.0375
8/10/12,2.0157,,,,,11/1/12,5.255,8/9/12,90.15,8/10/12,1.8784,8/10/12,2.0379
8/9/12,2.0132,,,,,10/31/12,5.25,8/8/12,89.79,8/9/12,1.8771,8/9/12,2.0381
8/8/12,2.0212,,,,,10/30/12,5.16,8/7/12,89.55,8/8/12,1.8759,8/8/12,2.0381
8/7/12,2.0285,,,,,10/29/12,5.17,8/6/12,89.58,8/7/12,1.8745,8/7/12,2.0375
8/6/12,2.0311,,,,,10/26/12,5.22,8/3/12,89.84,8/6/12,1.8732,8/6/12,2.0366
8/3/12,2.0284,,,,,10/25/12,5.71,8/2/12,89.24,8/3/12,1.872,8/3/12,2.0358
8/2/12,2.0496,,,,,10/24/12,5.64,8/1/12,89.43,8/2/12,1.8707,8/2/12,2.0358
8/1/12,2.0443,,,,,10/23/12,5.55,7/31/12,88.78,8/1/12,1.8692,8/1/12,2.0354
7/31/12,2.0569,,,,,10/22/12,5.61,7/30/12,89.63,7/31/12,1.8679,7/31/12,2.0364
7/30/12,2.0411,,,,,10/19/12,5.305,7/27/12,90.51,7/30/12,1.8663,7/30/12,2.0361
7/27/12,2.0216,,,,,10/18/12,5.255,7/26/12,90.22,7/27/12,1.8648,7/27/12,2.0357
7/26/12,2.0213,,,,,10/17/12,5.605,7/25/12,90.18,7/26/12,1.8636,7/26/12,2.0355
7/25/12,2.033,,,,,10/16/12,5.61,7/24/12,90.13,7/25/12,1.8623,7/25/12,2.035
7/24/12,2.0478,,,,,10/15/12,5.395,7/23/12,90.14,7/24/12,1.861,7/24/12,2.0344
7/23/12,2.0387,,,,,10/12/12,5.175,7/20/12,90.6,7/23/12,1.8597,7/23/12,2.0334
7/20/12,2.0242,,,,,10/11/12,5.28,7/19/12,90.39,7/20/12,1.8586,7/20/12,2.032
7/19/12,2.0122,,,,,10/10/12,5.325,7/18/12,90.42,7/19/12,1.8578,7/19/12,2.0305
7/18/12,2.0232,,,,,10/9/12,5.185,7/17/12,90.14,7/18/12,1.8572,7/18/12,2.0297
7/17/12,2.0218,,,,,10/8/12,5.135,7/16/12,89.8,7/17/12,1.8565,7/17/12,2.028
7/16/12,2.035,,,,,10/5/12,5.215,7/13/12,89.89,7/16/12,1.8556,7/16/12,2.026
7/13/12,2.0371,,,,,10/4/12,5.455,7/12/12,89.65,7/13/12,1.8546,7/13/12,2.0238
7/12/12,2.0375,,,,,10/3/12,5.215,7/11/12,89.94,7/12/12,1.8534,7/12/12,2.0213
7/11/12,2.0366,,,,,10/2/12,5.175,7/10/12,89.95,7/11/12,1.8524,7/11/12,2.019
7/10/12,2.0337,,,,,10/1/12,5.155,7/9/12,89.98,7/10/12,1.8514,7/10/12,2.0164
7/9/12,2.0324,,,,,9/28/12,4.995,7/6/12,89.86,7/9/12,1.8507,7/9/12,2.0135
7/6/12,2.0282,,,,,9/27/12,5.54,7/5/12,89.88,7/6/12,1.8499,7/6/12,2.0106
7/5/12,2.0193,,,,,9/26/12,5.11,7/3/12,90.68,7/5/12,1.8487,7/5/12,2.0076
7/4/12,2.0285,,,,,9/25/12,5.63,7/2/12,91.25,7/4/12,1.8476,7/4/12,2.0048
7/3/12,2.0155,,,,,9/24/12,5.4694,6/29/12,90.06,7/3/12,1.8461,7/3/12,2.0018
7/2/12,1.9854,,,,,9/21/12,5.0791,6/28/12,87.28,7/2/12,1.8446,7/2/12,1.999
6/29/12,2.0094,,,,,9/20/12,5.1026,6/27/12,87.73,6/29/12,1.8432,6/29/12,1.9969
6/28/12,2.0778,,,,,9/19/12,5.6385,6/26/12,88,6/28/12,1.8417,6/28/12,1.9943
6/27/12,2.0754,,,,,9/18/12,6.2336,6/25/12,88.03,6/27/12,1.8399,6/27/12,1.9899
6/26/12,2.0762,,,,,9/17/12,6.0177,6/22/12,88.52,6/26/12,1.8379,6/26/12,1.9854
6/25/12,2.062,,,,,9/14/12,5.9665,6/21/12,88.89,6/25/12,1.8358,6/25/12,1.9806
6/22/12,2.0665,,,,,9/13/12,6.4176,6/20/12,89.07,6/22/12,1.8338,6/22/12,1.9759
6/21/12,2.0619,,,,,9/12/12,6.4063,6/19/12,88.84,6/21/12,1.8316,6/21/12,1.9713
6/20/12,2.0258,,,,,9/11/12,6.4884,6/18/12,87.79,6/20/12,1.8295,6/20/12,1.9667
6/19/12,2.0289,,,,,9/10/12,6.4514,6/15/12,88.88,6/19/12,1.8275,6/19/12,1.9626
6/18/12,2.059,,,,,9/7/12,6.2623,6/14/12,87.58,6/18/12,1.8253,6/18/12,1.9584
6/15/12,2.0509,,,,,9/6/12,6.1291,6/13/12,87.88,6/15/12,1.823,6/15/12,1.9538
6/14/12,2.0556,,,,,9/5/12,6.3705,6/12/12,88.44,6/14/12,1.8207,6/14/12,1.9493
6/13/12,2.0727,,,,,9/4/12,6.3353,6/11/12,89.22,6/13/12,1.8184,6/13/12,1.9448
6/12/12,2.0684,,,,,9/3/12,6.5679,6/8/12,89.87,6/12/12,1.8161,6/12/12,1.9399
6/11/12,2.0645,,,,,8/31/12,6.3668,6/7/12,89.3,6/11/12,1.8138,6/11/12,1.9349
6/8/12,2.0237,,,,,8/30/12,6.2205,6/6/12,90.11,6/8/12,1.8115,6/8/12,1.9302
6/6/12,2.0328,,,,,8/29/12,6.4385,6/5/12,89.97,6/6/12,1.8094,6/6/12,1.9261
6/5/12,2.0225,,,,,8/28/12,6.5977,6/4/12,89.2,6/5/12,1.8073,6/5/12,1.9218
6/4/12,2.0585,,,,,8/27/12,6.7792,6/1/12,89.85,6/4/12,1.8051,6/4/12,1.9176
6/1/12,2.0401,,,,,8/24/12,6.6249,5/31/12,90.87,6/1/12,1.8028,6/1/12,1.9128
5/31/12,2.0227,,,,,8/23/12,6.4207,5/30/12,90.83,5/31/12,1.8005,5/31/12,1.9083
5/30/12,2.0159,,,,,8/22/12,6.5312,5/29/12,91.11,5/30/12,1.7984,5/30/12,1.9042
5/29/12,1.9929,,,,,8/21/12,6.6935,5/25/12,91.32,5/29/12,1.7964,5/29/12,1.9003
5/28/12,1.983,,,,,8/20/12,6.5278,5/24/12,89.1,5/28/12,1.7945,5/28/12,1.8964
5/25/12,1.9874,,,,,8/17/12,6.6907,5/23/12,87.75,5/25/12,1.7927,5/25/12,1.8927
5/24/12,2.0292,,,,,8/16/12,6.4753,5/22/12,88.18,5/24/12,1.7907,5/24/12,1.8891
5/23/12,2.0326,,,,,8/15/12,6.3669,5/21/12,88.17,5/23/12,1.7887,5/23/12,1.8843
5/22/12,2.0907,,,,,8/14/12,6.5197,5/18/12,89.29,5/22/12,1.7864,5/22/12,1.8796
5/21/12,2.0419,,,,,8/13/12,6.5512,5/17/12,90.4,5/21/12,1.7839,5/21/12,1.8736
5/18/12,2.0238,,,,,8/10/12,6.8169,5/16/12,90.03,5/18/12,1.7815,5/18/12,1.868
5/17/12,2.0087,,,,,8/9/12,6.6638,5/15/12,90.23,5/17/12,1.7792,5/17/12,1.8628
5/16/12,2.0009,,,,,8/8/12,6.7238,5/14/12,90.24,5/16/12,1.777,5/16/12,1.8578
5/15/12,2.0019,,,,,8/7/12,6.4554,5/11/12,92,5/15/12,1.7748,5/15/12,1.8526
5/14/12,1.9962,,,,,8/6/12,6.744,5/10/12,91.3,5/14/12,1.7726,5/14/12,1.8472
5/11/12,1.9665,,,,,8/3/12,6.4741,5/9/12,91.22,5/11/12,1.7704,5/11/12,1.8415
5/10/12,1.9535,,,,,8/2/12,6.8205,5/8/12,91.94,5/10/12,1.7682,5/10/12,1.8366
5/9/12,1.9699,,,,,8/1/12,6.6777,5/7/12,92.39,5/9/12,1.7662,5/9/12,1.8314
5/8/12,1.9402,,,,,7/31/12,6.716,5/4/12,92.14,5/8/12,1.7641,5/8/12,1.8261
5/7/12,1.9199,,,,,7/30/12,6.7441,5/3/12,91.88,5/7/12,1.7622,5/7/12,1.8215
5/4/12,1.9276,,,,,7/27/12,6.78,5/2/12,92.27,5/4/12,1.7604,5/4/12,1.8174
5/3/12,1.908,,,,,7/26/12,6.6049,5/1/12,92.72,5/3/12,1.7586,5/3/12,1.813
5/2/12,1.9232,,,,,7/25/12,6.5865,4/30/12,93.18,5/2/12,1.7569,5/2/12,1.8091
4/30/12,1.9083,,,,,7/24/12,6.6995,4/27/12,93.64,4/30/12,1.7551,4/30/12,1.805
4/27/12,1.8878,,,,,7/23/12,6.6957,4/26/12,93.7,4/27/12,1.7535,4/27/12,1.8014
4/26/12,1.8856,,,,,7/20/12,6.7035,4/25/12,93.97,4/26/12,1.7519,4/26/12,1.7981
4/25/12,1.88,,,,,7/19/12,6.477,4/24/12,94.32,4/25/12,1.7504,4/25/12,1.7947
4/24/12,1.879,,,,,7/18/12,6.5548,4/23/12,94.08,4/24/12,1.7489,4/24/12,1.7916
4/23/12,1.8809,,,,,7/17/12,6.726,4/20/12,94.77,4/23/12,1.7473,4/23/12,1.7883
4/20/12,1.8724,,,,,7/16/12,6.5326,4/19/12,94.08,4/20/12,1.7457,4/20/12,1.7851
4/19/12,1.8805,,,,,7/13/12,6.6817,4/18/12,94.63,4/19/12,1.7442,4/19/12,1.7822
4/18/12,1.8786,,,,,7/12/12,6.6627,4/17/12,95.54,4/18/12,1.7426,4/18/12,1.7791
4/17/12,1.8611,,,,,7/11/12,6.5395,4/16/12,96.46,4/17/12,1.741,4/17/12,1.7759
4/16/12,1.8473,,,,,7/10/12,6.5409,4/13/12,96.39,4/16/12,1.7394,4/16/12,1.773
4/13/12,1.8386,,,,,7/9/12,6.9488,4/12/12,96.76,4/13/12,1.738,4/13/12,1.7708
4/12/12,1.8268,,,,,7/6/12,6.7673,4/11/12,96.69,4/12/12,1.7367,4/12/12,1.7689
4/11/12,1.8356,,,,,7/5/12,6.7467,4/10/12,96.55,4/11/12,1.7354,4/11/12,1.7674
4/10/12,1.8336,,,,,7/4/12,6.7708,4/9/12,97.11,4/10/12,1.7342,4/10/12,1.7654
4/9/12,1.8179,,,,,7/3/12,7.0736,4/6/12,97.08,4/9/12,1.7331,4/9/12,1.7637
4/5/12,1.8228,,,,,7/2/12,6.9273,4/5/12,96.74,4/5/12,1.7319,4/5/12,1.7626
4/4/12,1.8264,,,,,6/29/12,6.5576,4/4/12,96.45,4/4/12,1.7307,4/4/12,1.7613
4/3/12,1.8246,,,,,6/28/12,6.8119,4/3/12,96.17,4/3/12,1.7296,4/3/12,1.7599
4/2/12,1.8323,,,,,6/27/12,7.111,4/2/12,96.09,4/2/12,1.7285,4/2/12,1.7585
3/30/12,1.8268,,,,,6/26/12,6.9524,3/30/12,96.43,3/30/12,1.7273,3/30/12,1.7571
3/29/12,1.8214,,,,,6/25/12,6.9478,3/29/12,96.03,3/29/12,1.7262,3/29/12,1.756
3/28/12,1.8259,,,,,6/22/12,6.822,3/28/12,96.48,3/28/12,1.725,3/28/12,1.7553
3/27/12,1.822,,,,,6/21/12,6.5885,3/27/12,96.94,3/27/12,1.7238,3/27/12,1.7545
3/26/12,1.8172,,,,,6/20/12,6.5363,3/26/12,96.68,3/26/12,1.7226,3/26/12,1.7538
3/23/12,1.8102,,,,,6/19/12,6.9477,3/23/12,96.82,3/23/12,1.7215,3/23/12,1.753
3/22/12,1.8192,,,,,6/18/12,6.8987,3/22/12,96.56,3/22/12,1.7203,3/22/12,1.7529
3/21/12,1.818,,,,,6/15/12,7.0341,3/21/12,96.52,3/21/12,1.7191,3/21/12,1.7525
3/20/12,1.8147,,,,,6/14/12,6.7358,3/20/12,96.55,3/20/12,1.718,3/20/12,1.7528
3/19/12,1.8207,,,,,6/13/12,7.1059,3/19/12,97.11,3/19/12,1.7168,3/19/12,1.7536
3/16/12,1.7998,,,,,6/12/12,7.0014,3/16/12,97.46,3/16/12,1.7155,3/16/12,1.7541
3/15/12,1.7983,,,,,6/11/12,6.9108,3/15/12,97.65,3/15/12,1.7145,3/15/12,1.7547
3/14/12,1.8044,,,,,6/8/12,6.8357,3/14/12,97.27,3/14/12,1.7134,3/14/12,1.7554
3/13/12,1.7922,,,,,6/7/12,7.0047,3/13/12,97.99,3/13/12,1.7124,3/13/12,1.7567
3/12/12,1.7969,,,,,6/6/12,6.812,3/12/12,96.55,3/12/12,1.7114,3/12/12,1.7582
3/9/12,1.7912,,,,,6/5/12,6.5082,3/9/12,98.49,3/9/12,1.7105,3/9/12,1.7596
3/8/12,1.7607,,,,,6/4/12,6.7969,3/8/12,98.86,3/8/12,1.7097,3/8/12,1.7612
3/7/12,1.7661,,,,,6/1/12,6.7915,3/7/12,99.75,3/7/12,1.709,3/7/12,1.7632
3/6/12,1.7584,,,,,5/31/12,6.7446,3/6/12,100.05,3/6/12,1.7083,3/6/12,1.7651
3/5/12,1.7395,,,,,5/30/12,6.6137,3/5/12,101.28,3/5/12,1.7076,3/5/12,1.7671
3/2/12,1.7304,,,,,5/29/12,6.668,3/2/12,101.89,3/2/12,1.707,3/2/12,1.7694
3/1/12,1.7142,,,,,5/28/12,6.9335,3/1/12,102.5,3/1/12,1.7064,3/1/12,1.772
2/29/12,1.7174,,,,,5/25/12,6.6747,2/29/12,102.22,2/29/12,1.7059,2/29/12,1.7746
2/28/12,1.6958,,,,,5/24/12,6.6027,2/28/12,103.1,2/28/12,1.7055,2/28/12,1.7776
2/27/12,1.7068,,,,,5/23/12,6.7202,2/27/12,102.82,2/27/12,1.7052,2/27/12,1.7807
2/24/12,1.71,,,,,5/22/12,7.0601,2/24/12,102.7,2/24/12,1.7048,2/24/12,1.7838
2/23/12,1.7137,,,,,5/21/12,6.8291,2/23/12,102.84,2/23/12,1.7043,2/23/12,1.7872
2/22/12,1.706,,,,,5/18/12,6.7696,2/22/12,103.36,2/22/12,1.7038,2/22/12,1.7902
2/17/12,1.7139,,,,,5/17/12,6.9138,2/21/12,102.53,2/17/12,1.7033,2/17/12,1.7929
2/16/12,1.7164,,,,,5/16/12,6.8997,2/17/12,103.1,2/16/12,1.7028,2/16/12,1.7946
2/15/12,1.7285,,,,,5/15/12,6.9887,2/16/12,102.69,2/15/12,1.7024,2/15/12,1.7968
2/14/12,1.7247,,,,,5/14/12,7.1198,2/15/12,102.96,2/14/12,1.7018,2/14/12,1.7982
2/13/12,1.7163,,,,,5/11/12,7.4663,2/14/12,102.87,2/13/12,1.7011,2/13/12,1.7995
2/10/12,1.7224,,,,,5/10/12,7.3071,2/13/12,102.37,2/10/12,1.7005,2/10/12,1.8009
2/9/12,1.7169,,,,,5/9/12,7.3147,2/10/12,102.18,2/9/12,1.6998,2/9/12,1.8023
2/8/12,1.7206,,,,,5/8/12,7.3387,2/9/12,102.14,2/8/12,1.6991,2/8/12,1.804
2/7/12,1.7256,,,,,5/7/12,7.3136,2/8/12,102.29,2/7/12,1.6983,2/7/12,1.8057
2/6/12,1.7257,,,,,5/4/12,7.2281,2/7/12,102.07,2/6/12,1.6975,2/6/12,1.8081
2/3/12,1.7179,,,,,5/3/12,7.3117,2/6/12,102.67,2/3/12,1.6967,2/3/12,1.8107
2/2/12,1.7189,,,,,5/2/12,7.1825,2/3/12,102.31,2/2/12,1.6959,2/2/12,1.8142
2/1/12,1.7343,,,,,5/1/12,7.4624,2/2/12,102.18,2/1/12,1.6952,2/1/12,1.8178
1/31/12,1.7468,,,,,4/30/12,7.537,2/1/12,101.75,1/31/12,1.6945,1/31/12,1.8204
1/30/12,1.7488,,,,,4/27/12,7.2193,1/31/12,100.97,1/30/12,1.6936,1/30/12,1.8218
1/27/12,1.737,,,,,4/26/12,7.1728,1/30/12,100.97,1/27/12,1.6928,1/27/12,1.823
1/26/12,1.7491,,,,,4/25/12,7.2587,1/27/12,101.33,1/26/12,1.692,1/26/12,1.824
1/25/12,1.762,,,,,4/24/12,7.2509,1/26/12,101.54,1/25/12,1.6913,1/25/12,1.8246
1/24/12,1.7585,,,,,4/23/12,7.2027,1/25/12,100.94,1/24/12,1.6904,1/24/12,1.8247
1/23/12,1.755,,,,,4/20/12,6.9071,1/24/12,100.96,1/23/12,1.6894,1/23/12,1.8249
1/20/12,1.7552,,,,,4/19/12,6.9375,1/23/12,101.09,1/20/12,1.6886,1/20/12,1.8247
1/19/12,1.765,,,,,4/18/12,6.9621,1/20/12,100.83,1/19/12,1.6879,1/19/12,1.8248
1/18/12,1.7671,,,,,4/17/12,7.1391,1/19/12,100.68,1/18/12,1.6871,1/18/12,1.8251
1/17/12,1.7873,,,,,4/16/12,7.3979,1/18/12,100.8,1/17/12,1.6863,1/17/12,1.8244
1/16/12,1.7861,,,,,4/13/12,7.3274,1/17/12,100.63,1/16/12,1.6854,1/16/12,1.8236
1/13/12,1.7863,,,,,4/12/12,7.3675,1/13/12,99.69,1/13/12,1.6846,1/13/12,1.8229
1/12/12,1.7796,,,,,4/11/12,7.6236,1/12/12,100.38,1/12/12,1.6838,1/12/12,1.8219
1/11/12,1.8025,,,,,4/10/12,7.8975,1/11/12,99.38,1/11/12,1.6832,1/11/12,1.8212
1/10/12,1.7996,,,,,4/9/12,7.9162,1/10/12,99.22,1/10/12,1.6825,1/10/12,1.8195
1/9/12,1.8332,,,,,4/6/12,7.9297,1/9/12,97.44,1/9/12,1.6818,1/9/12,1.817
1/6/12,1.8566,,,,,4/5/12,7.7958,1/6/12,96.85,1/6/12,1.6809,1/6/12,1.8145
1/5/12,1.8432,,,,,4/4/12,7.6308,1/5/12,97.31,1/5/12,1.6799,1/5/12,1.8125
1/4/12,1.8326,,,,,4/3/12,7.7835,1/4/12,97.88,1/4/12,1.679,1/4/12,1.811
1/3/12,1.8307,,,,,4/2/12,9.3042,1/3/12,96.89,1/3/12,1.6782,1/3/12,1.8093
1/2/12,1.8714,,,,,3/30/12,7.8535,12/30/11,95.84,1/2/12,1.6774,1/2/12,1.8082
12/30/11,1.8668,,,,,3/29/12,8.1194,12/29/11,95.87,12/30/11,1.6764,12/30/11,1.8064
12/29/11,1.8669,,,,,3/28/12,8.0231,12/28/11,95.39,12/29/11,1.6754,12/29/11,1.8046
12/28/11,1.8736,,,,,3/27/12,8.3486,12/27/11,95.9,12/28/11,1.6744,12/28/11,1.8023
12/27/11,1.8605,,,,,3/26/12,8.3368,12/23/11,95.81,12/27/11,1.6734,12/27/11,1.8003
12/26/11,1.8582,,,,,3/23/12,8.5972,12/22/11,96.25,12/26/11,1.6724,12/26/11,1.7978
12/23/11,1.8571,,,,,3/22/12,8.0749,12/21/11,96,12/23/11,1.6714,12/23/11,1.7956
12/22/11,1.856,,,,,3/21/12,8.054,12/20/11,96.66,12/22/11,1.6704,12/22/11,1.794
12/21/11,1.8597,,,,,3/20/12,8.1792,12/19/11,95.76,12/21/11,1.6694,12/21/11,1.7922
12/20/11,1.846,,,,,3/19/12,8.2202,12/16/11,96.28,12/20/11,1.6683,12/20/11,1.7904
12/19/11,1.8673,,,,,3/16/12,8.7345,12/15/11,96.09,12/19/11,1.6674,12/19/11,1.7891
12/16/11,1.8513,,,,,3/15/12,8.8086,12/14/11,95.16,12/16/11,1.6664,12/16/11,1.7884
12/15/11,1.8602,,,,,3/14/12,8.7268,12/13/11,96.24,12/15/11,1.6654,12/15/11,1.7885
12/14/11,1.8799,,,,,3/13/12,8.9811,12/12/11,96.73,12/14/11,1.6645,12/14/11,1.7892
12/13/11,1.8638,,,,,3/12/12,8.9006,12/9/11,97.85,12/13/11,1.6634,12/13/11,1.7891
12/12/11,1.844,,,,,3/9/12,9.105,12/8/11,97.48,12/12/11,1.6624,12/12/11,1.7887
12/9/11,1.7981,,,,,3/8/12,8.2101,12/7/11,98.56,12/9/11,1.6616,12/9/11,1.7886
12/8/11,1.8243,,,,,3/7/12,8.5174,12/6/11,98.33,12/8/11,1.6609,12/8/11,1.7888
12/7/11,1.7996,,,,,3/6/12,8.5944,12/5/11,98.73,12/7/11,1.6601,12/7/11,1.7888
12/6/11,1.7915,,,,,3/5/12,8.2717,12/2/11,98.12,12/6/11,1.6594,12/6/11,1.7895
12/5/11,1.7859,,,,,3/2/12,8.5882,12/1/11,98.17,12/5/11,1.6588,12/5/11,1.7917
12/2/11,1.7907,,,,,3/1/12,9.047,11/30/11,97.66,12/2/11,1.6582,12/2/11,1.7935
12/1/11,1.8001,,,,,2/29/12,8.9859,11/29/11,96.15,12/1/11,1.6576,12/1/11,1.7934
11/30/11,1.8085,,,,,2/28/12,9.211,11/28/11,95.54,11/30/11,1.6569,11/30/11,1.7934
11/29/11,1.8454,,,,,2/27/12,9.2608,11/25/11,94.46,11/29/11,1.6562,11/29/11,1.7919
11/28/11,1.8547,,,,,2/24/12,8.7883,11/23/11,95.41,11/28/11,1.6553,11/28/11,1.7891
11/25/11,1.8917,,,,,2/23/12,8.823,11/22/11,97.51,11/25/11,1.6543,11/25/11,1.7863
11/24/11,1.898,,,,,2/22/12,9.2167,11/21/11,97.76,11/24/11,1.6533,11/24/11,1.7827
11/23/11,1.8662,,,,,2/21/12,8.0504,11/18/11,98.78,11/23/11,1.6522,11/23/11,1.7787
11/22/11,1.8183,,,,,2/20/12,8.8522,11/17/11,99.55,11/22/11,1.6512,11/22/11,1.7749
11/21/11,1.8069,,,,,2/17/12,9.0903,11/16/11,99.31,11/21/11,1.6504,11/21/11,1.7717
11/18/11,1.7865,,,,,2/16/12,9.1713,11/15/11,99.27,11/18/11,1.6497,11/18/11,1.7687
11/17/11,1.7795,,,,,2/15/12,9.1544,11/14/11,99.37,11/17/11,1.6491,11/17/11,1.7659
11/16/11,1.7701,,,,,2/14/12,9.4141,11/11/11,99.96,11/16/11,1.6486,11/16/11,1.7631
11/14/11,1.7669,,,,,2/13/12,8.8808,11/10/11,99.53,11/14/11,1.6482,11/14/11,1.7601
11/11/11,1.7435,,,,,2/10/12,9.1197,11/9/11,99.48,11/11/11,1.6477,11/11/11,1.7566
11/10/11,1.7616,,,,,2/9/12,8.8356,11/8/11,100.25,11/10/11,1.6473,11/10/11,1.7536
11/9/11,1.7789,,,,,2/8/12,8.7298,11/7/11,99.63,11/9/11,1.6468,11/9/11,1.7502
11/8/11,1.7325,,,,,2/7/12,8.6773,11/4/11,99.5,11/8/11,1.6463,11/8/11,1.7467
11/7/11,1.7477,,,,,2/6/12,8.8965,11/3/11,100.32,11/7/11,1.646,11/7/11,1.7442
11/4/11,1.7517,,,,,2/3/12,9.085,11/2/11,100.4,11/4/11,1.6457,11/4/11,1.7416
11/3/11,1.7375,,,,,2/2/12,9.1258,11/1/11,99.71,11/3/11,1.6453,11/3/11,1.7385
11/1/11,1.7449,,,,,2/1/12,9.5951,10/31/11,102.26,11/1/11,1.645,11/1/11,1.7359
10/31/11,1.7157,,,,,1/31/12,9.2375,10/28/11,101.59,10/31/11,1.6447,10/31/11,1.733
10/28/11,1.6721,,,,,1/30/12,9.2466,10/27/11,100.01,10/28/11,1.6445,10/28/11,1.7306
10/27/11,1.7099,,,,,1/27/12,8.9391,10/26/11,98.51,10/27/11,1.6445,10/27/11,1.729
10/26/11,1.7586,,,,,1/26/12,8.4694,10/25/11,98.64,10/26/11,1.6444,10/26/11,1.7266
10/25/11,1.7658,,,,,1/25/12,8.6421,10/24/11,99.1,10/25/11,1.644,10/25/11,1.7232
10/24/11,1.7506,,,,,1/24/12,8.647,10/21/11,98.28,10/24/11,1.6436,10/24/11,1.7201
10/21/11,1.7755,,,,,1/23/12,8.541,10/20/11,97.26,10/21/11,1.6433,10/21/11,1.7176
10/20/11,1.7809,,,,,1/20/12,8.5493,10/19/11,98.58,10/20/11,1.6428,10/20/11,1.7146
10/19/11,1.774,,,,,1/19/12,8.6462,10/18/11,99.34,10/19/11,1.6422,10/19/11,1.7107
10/18/11,1.7543,,,,,1/18/12,9.112,10/17/11,99.45,10/18/11,1.6415,10/18/11,1.7078
10/17/11,1.7741,,,,,1/17/12,9.0875,10/14/11,100,10/17/11,1.6411,10/17/11,1.7042
10/14/11,1.7328,,,,,1/16/12,9.2615,10/13/11,99.9,10/14/11,1.6405,10/14/11,1.7005
10/13/11,1.751,,,,,1/13/12,9.3401,10/12/11,98,10/13/11,1.6402,10/13/11,1.697
10/11/11,1.7759,,,,,1/12/12,9.0102,10/11/11,99.58,10/11/11,1.6399,10/11/11,1.6934
10/10/11,1.7632,,,,,1/11/12,9.0872,10/7/11,99.24,10/10/11,1.6395,10/10/11,1.6892
10/7/11,1.7715,,,,,1/10/12,9.0799,10/6/11,97.34,10/7/11,1.6391,10/7/11,1.6849
10/6/11,1.7811,,,,,1/9/12,9.0382,10/5/11,96.36,10/6/11,1.6387,10/6/11,1.6808
10/5/11,1.8327,,,,,1/6/12,8.819,10/4/11,94.11,10/5/11,1.6383,10/5/11,1.6763
10/4/11,1.8581,,,,,1/5/12,8.6998,10/3/11,93.96,10/4/11,1.6376,10/4/11,1.6704
10/3/11,1.8911,,,,,1/4/12,8.4468,9/30/11,95.16,10/3/11,1.6369,10/3/11,1.6641
9/30/11,1.8793,,,,,1/3/12,8.9695,9/29/11,95.97,9/30/11,1.636,9/30/11,1.6573
9/29/11,1.8403,,,,,1/2/12,8.6877,9/28/11,96.47,9/29/11,1.6351,9/29/11,1.6507
9/28/11,1.8408,,,,,12/30/11,8.6488,9/27/11,96.9,9/28/11,1.6344,9/28/11,1.6452
9/27/11,1.8059,,,,,12/29/11,8.4507,9/26/11,95.24,9/27/11,1.6337,9/27/11,1.6397
9/26/11,1.8242,,,,,12/28/11,8.4934,9/23/11,94.46,9/26/11,1.6332,9/26/11,1.6351
9/23/11,1.8339,,,,,12/27/11,8.2758,9/22/11,93.78,9/23/11,1.6326,9/23/11,1.6301
9/22/11,1.9055,,,,,12/26/11,8.2584,9/21/11,94.81,9/22/11,1.632,9/22/11,1.625
9/21/11,1.8756,,,,,12/23/11,7.9617,9/20/11,97.03,9/21/11,1.6309,9/21/11,1.6184
9/20/11,1.7855,,,,,12/22/11,7.874,9/19/11,97.48,9/20/11,1.6299,9/20/11,1.6125
9/19/11,1.7976,,,,,12/21/11,8.0579,9/16/11,101.09,9/19/11,1.6294,9/19/11,1.6083
9/16/11,1.7331,,,,,12/20/11,8.6731,9/15/11,100.83,9/16/11,1.6288,9/16/11,1.6036
9/15/11,1.7069,,,,,12/19/11,8.191,9/14/11,100.12,9/15/11,1.6286,9/15/11,1.6
9/14/11,1.7144,,,,,12/16/11,8.3252,9/13/11,100.83,9/14/11,1.6286,9/14/11,1.5973
9/13/11,1.7099,,,,,12/15/11,8.269,9/12/11,101.93,9/13/11,1.6286,9/13/11,1.5943
