Dates,BRL_FX_Spot,50d_200d_cross,CA,TB,rate,REER_discount,budget
5/29/06,2.293,0,1.34,3090,15.8305,0.091091699,-4.09
5/30/06,2.3125,0,1.34,3090,15.9791,0.059870258,-4.09
5/31/06,2.307,0,1.34,3017,15.7632,0.067090569,-4.09
6/1/06,2.2451,0,1.34,3017,15.7588,0.081398401,-4.09
6/2/06,2.2766,0,1.34,3017,15.7821,0.067268268,-4.09
6/5/06,2.2645,0,1.34,3017,15.7821,0.080885693,-4.09
6/6/06,2.242,0,1.34,3017,15.6053,0.078883027,-4.09
6/7/06,2.2545,0,1.34,3017,15.5994,0.088007161,-4.09
6/8/06,2.2585,0,1.34,3017,15.5786,0.079184596,-4.09
6/9/06,2.2592,0,1.34,3017,15.6179,0.086347232,-4.09
6/12/06,2.289,0,1.34,3017,15.3889,0.08516312,-4.09
6/13/06,2.3096,0,1.34,3017,15.3913,0.074136387,-4.09
6/14/06,2.281,0,1.34,3017,15.3828,0.075204154,-4.09
6/15/06,2.2635,0,1.34,3017,15.3828,0.082646625,-4.09
6/16/06,2.245,0,1.34,3017,15.3107,0.089930493,-4.09
6/19/06,2.2603,0,1.34,3017,15.2931,0.099685392,-4.09
6/20/06,2.2355,0,1.34,3017,15.3451,0.094891771,-4.09
6/21/06,2.2268,0,1.34,3017,15.2147,0.091631791,-4.09
6/22/06,2.239,0,1.34,3017,15.2491,0.097898144,-4.09
6/23/06,2.2315,0,1.34,3017,15.2428,0.094476259,-4.09
6/26/06,2.241,0,1.34,3017,15.3458,0.101554908,-4.09
6/27/06,2.2405,0,1.34,3017,15.0024,0.099082893,-4.09
6/28/06,2.22,0,1.34,3017,14.9925,0.100896513,-4.09
6/29/06,2.1775,0,1.34,3017,14.6271,0.111246852,-4.09
6/30/06,2.165,0,1.14,4098,14.7999,0.121848004,-3.82
7/3/06,2.1685,0,1.14,4098,14.78,0.122514144,-3.82
7/4/06,2.17,0,1.14,4098,14.7737,0.121790292,-3.82
7/5/06,2.208,0,1.14,4098,14.7737,0.107743922,-3.82
7/6/06,2.177,0,1.14,4098,14.7737,0.110488419,-3.82
7/7/06,2.182,0,1.14,4098,14.7737,0.112536722,-3.82
7/10/06,2.1789,1,1.14,4098,14.78,0.112109256,-3.82
7/11/06,2.183,1,1.14,4098,14.2482,0.106476959,-3.82
7/12/06,2.2025,1,1.14,4098,13.9167,0.105387555,-3.82
7/13/06,2.2244,1,1.14,4098,13.8424,0.097181976,-3.82
7/14/06,2.212,1,1.14,4098,14.1702,0.09502341,-3.82
7/17/06,2.2016,1,1.14,4098,14.2194,0.098063131,-3.82
7/18/06,2.191,1,1.14,4098,14.3375,0.105602842,-3.82
7/19/06,2.1765,1,1.14,4098,14.3375,0.108622542,-3.82
7/20/06,2.1911,1,1.14,4098,14.3375,0.104816263,-3.82
7/21/06,2.1988,1,1.14,4098,14.3375,0.098843003,-3.82
7/24/06,2.1896,1,1.14,4098,14.3198,0.10092755,-3.82
7/25/06,2.2005,1,1.14,4098,13.9146,0.095526405,-3.82
7/26/06,2.195,1,1.14,4098,14.007,0.090562514,-3.82
7/27/06,2.1922,1,1.14,4098,13.7901,0.095274295,-3.82
7/28/06,2.1754,1,1.14,4098,13.753,0.097381602,-3.82
7/31/06,2.177,1,1.14,5659,13.7687,0.097852325,-3.82
8/1/06,2.191,1,1.14,5659,13.7674,0.090995098,-3.82
8/2/06,2.1821,1,1.14,5659,13.7045,0.095554209,-3.82
8/3/06,2.176,1,1.14,5659,13.4904,0.092779693,-3.82
8/4/06,2.1814,1,1.14,5659,13.5895,0.092448367,-3.82
8/7/06,2.1851,1,1.14,5659,13.3436,0.089146965,-3.82
8/8/06,2.1714,1,1.14,5659,13.3398,0.086125826,-3.82
8/9/06,2.1663,1,1.14,5659,13.1058,0.091783713,-3.82
8/10/06,2.1565,1,1.14,5659,13.114,0.095800999,-3.82
8/11/06,2.166,1,1.14,5659,13.2069,0.097230324,-3.82
8/14/06,2.1635,1,1.14,5659,13.0633,0.100274486,-3.82
8/15/06,2.1434,1,1.14,5659,12.9994,0.102901477,-3.82
8/16/06,2.1409,1,1.14,5659,13.0522,0.108343638,-3.82
8/17/06,2.1415,1,1.14,5659,13.0488,0.105684223,-3.82
8/18/06,2.1469,0,1.14,5659,13.2118,0.09926347,-3.82
8/21/06,2.1286,0,1.14,5659,13.1395,0.102035255,-3.82
8/22/06,2.1341,0,1.14,5659,13.1453,0.106689895,-3.82
8/23/06,2.1515,0,1.14,5659,13.2098,0.104452987,-3.82
8/24/06,2.1526,0,1.14,5659,12.8242,0.092405265,-3.82
8/25/06,2.156,0,1.14,5659,13.2177,0.094509866,-3.82
8/28/06,2.1404,0,1.14,5659,12.9886,0.097821561,-3.82
8/29/06,2.1369,0,1.14,5659,12.9124,0.100443382,-3.82
8/30/06,2.1365,0,1.14,5659,12.9223,0.104000677,-3.82
8/31/06,2.145,0,1.14,4554,12.7877,0.10151258,-3.82
9/1/06,2.139,0,1.14,4554,12.6002,0.099153035,-3.82
9/4/06,2.123,0,1.14,4554,12.5641,0.09855757,-3.82
9/5/06,2.1386,0,1.14,4554,12.5856,0.104943352,-3.82
9/6/06,2.15,0,1.14,4554,12.5459,0.095778694,-3.82
9/7/06,2.1524,0,1.14,4554,12.5459,0.092788025,-3.82
9/8/06,2.158,0,1.14,4554,12.5459,0.092335956,-3.82
9/11/06,2.1854,0,1.14,4554,12.4737,0.083210952,-3.82
9/12/06,2.1683,0,1.14,4554,12.6205,0.085468628,-3.82
9/13/06,2.1602,0,1.14,4554,12.6491,0.087050313,-3.82
9/14/06,2.16,0,1.14,4554,12.5465,0.089417968,-3.82
9/15/06,2.151,0,1.14,4554,12.3754,0.090955513,-3.82
9/18/06,2.1467,0,1.14,4554,12.3796,0.097154399,-3.82
9/19/06,2.1591,0,1.14,4554,12.3184,0.089075868,-3.82
9/20/06,2.1759,0,1.14,4554,12.3379,0.079412663,-3.82
9/21/06,2.212,0,1.14,4554,12.4269,0.06896851,-3.82
9/22/06,2.2075,0,1.14,4554,12.4819,0.056581232,-3.82
9/25/06,2.2203,0,1.14,4554,12.4852,0.048616116,-3.82
9/26/06,2.1871,0,1.14,4554,12.3756,0.063111817,-3.82
9/27/06,2.1862,0,1.14,4554,12.453,0.071724091,-3.82
9/28/06,2.17,0,1.14,4554,12.3363,0.075537784,-3.82
9/29/06,2.169,0,1.14,4554,12.5696,0.077739878,-3.82
10/2/06,2.1565,0,1.25,4468,12.4657,0.083521649,-3.72
10/3/06,2.1754,0,1.25,4468,12.2276,0.077350522,-3.72
10/4/06,2.1639,0,1.25,4468,12.1509,0.08114542,-3.72
10/5/06,2.1635,0,1.25,4468,12.1515,0.081490908,-3.72
10/6/06,2.162,0,1.25,4468,12.3157,0.082365542,-3.72
10/9/06,2.1552,0,1.25,4468,12.1386,0.081779767,-3.72
10/10/06,2.1553,0,1.25,4468,12.1661,0.09333904,-3.72
10/11/06,2.159,0,1.25,4468,12.3538,0.091129516,-3.72
10/12/06,2.1581,0,1.25,4468,12.3538,0.089196583,-3.72
10/13/06,2.1371,0,1.25,4468,12.3498,0.093073792,-3.72
10/16/06,2.1294,0,1.25,4468,12.1472,0.097609361,-3.72
10/17/06,2.1315,0,1.25,4468,12.1687,0.091717923,-3.72
10/18/06,2.1371,0,1.25,4468,12.3402,0.095727827,-3.72
10/19/06,2.1409,0,1.25,4468,11.9987,0.08985489,-3.72
10/20/06,2.1402,0,1.25,4468,11.9987,0.085844037,-3.72
10/23/06,2.1392,0,1.25,4468,12.2011,0.089986459,-3.72
10/24/06,2.1502,0,1.25,4468,12.2402,0.08571533,-3.72
10/25/06,2.1442,0,1.25,4468,12.1428,0.082248865,-3.72
10/26/06,2.1402,0,1.25,4468,12.0389,0.085355685,-3.72
10/27/06,2.1336,0,1.25,4468,12.0341,0.082283898,-3.72
10/30/06,2.1494,0,1.25,4468,12.2415,0.078307472,-3.72
10/31/06,2.1418,0,1.25,3951,12.043,0.07839854,-3.72
11/1/06,2.1443,0,1.25,3951,12.0739,0.075880733,-3.72
11/2/06,2.1443,0,1.25,3951,12.0739,0.074029533,-3.72
11/3/06,2.139,0,1.25,3951,12.0739,0.075055223,-3.72
11/6/06,2.1372,0,1.25,3951,12.32,0.079886609,-3.72
11/7/06,2.1379,0,1.25,3951,12.1324,0.075141883,-3.72
11/8/06,2.1445,0,1.25,3951,12.0838,0.072360916,-3.72
11/9/06,2.1415,0,1.25,3951,11.9695,0.070498835,-3.72
11/10/06,2.1514,0,1.25,3951,12.0294,0.065364249,-3.72
11/13/06,2.1688,0,1.25,3951,12.1526,0.059732678,-3.72
11/14/06,2.148,0,1.25,3951,12.3226,0.062991368,-3.72
11/15/06,2.147,0,1.25,3951,12.3226,0.066237338,-3.72
11/16/06,2.1528,0,1.25,3951,12.1426,0.064663698,-3.72
11/17/06,2.1605,0,1.25,3951,12.2185,0.058017643,-3.72
11/20/06,2.16,0,1.25,3951,12.2185,0.060256448,-3.72
11/21/06,2.1632,0,1.25,3951,12.0766,0.057426627,-3.72
11/22/06,2.166,0,1.25,3951,11.8797,0.05239205,-3.72
11/23/06,2.1685,0,1.25,3951,11.8719,0.051912909,-3.72
11/24/06,2.1691,0,1.25,3951,12.053,0.047017998,-3.72
11/27/06,2.1912,0,1.25,3951,12.1481,0.038370293,-3.72
11/28/06,2.1868,0,1.25,3951,11.8365,0.035195199,-3.72
11/29/06,2.1686,0,1.25,3951,12.1142,0.038001028,-3.72
11/30/06,2.1649,0,1.25,3239,12.1875,0.037953622,-3.72
12/1/06,2.1668,0,1.25,3239,11.8411,0.03934765,-3.72
12/4/06,2.1637,0,1.25,3239,11.8213,0.035550378,-3.72
12/5/06,2.1505,0,1.25,3239,11.741,0.039273098,-3.72
12/6/06,2.1462,0,1.25,3239,11.6765,0.042327106,-3.72
12/7/06,2.1432,0,1.25,3239,11.6798,0.045631677,-3.72
12/8/06,2.1395,0,1.25,3239,11.7131,0.048015165,-3.72
12/11/06,2.1372,0,1.25,3239,11.7131,0.050015599,-3.72
12/12/06,2.1517,0,1.25,3239,11.7131,0.04309391,-3.72
12/13/06,2.147,0,1.25,3239,11.7131,0.043800176,-3.72
12/14/06,2.1476,0,1.25,3239,11.7131,0.046183285,-3.72
12/15/06,2.1458,0,1.25,3239,11.7131,0.046622336,-3.72
12/18/06,2.1488,0,1.25,3239,11.7131,0.045642582,-3.72
12/19/06,2.1612,0,1.25,3239,11.7131,0.038215254,-3.72
12/20/06,2.1572,0,1.25,3239,11.7131,0.037254508,-3.72
12/21/06,2.1571,0,1.25,3239,11.7131,0.036944874,-3.72
12/22/06,2.1478,0,1.25,3239,11.7131,0.042554546,-3.72
12/25/06,2.1478,0,1.25,3239,11.7131,0.042107996,-3.72
12/26/06,2.143,0,1.25,3239,11.5092,0.04668837,-3.72
12/27/06,2.1432,0,1.25,3239,11.3824,0.044184325,-3.72
12/28/06,2.1363,0,1.25,3239,11.6771,0.049017911,-3.72
12/29/06,2.1364,0,1.25,3239,11.6771,0.047798077,-3.72
1/1/07,2.1364,0,1.22,5052,11.6771,0.04736343,-3.5
1/2/07,2.1311,0,1.22,5052,11.6328,0.045023994,-3.5
1/3/07,2.1394,0,1.22,5052,11.7058,0.04513689,-3.5
1/4/07,2.1441,0,1.22,5052,11.8059,0.046777754,-3.5
1/5/07,2.1523,0,1.22,5052,11.5414,0.044450136,-3.5
1/8/07,2.1512,0,1.22,5052,11.79,0.045208104,-3.5
1/9/07,2.149,0,1.22,5052,11.6941,0.045842391,-3.5
1/10/07,2.1485,0,1.22,5052,11.6731,0.046199254,-3.5
1/11/07,2.1445,0,1.22,5052,11.7843,0.049899767,-3.5
1/12/07,2.1414,0,1.22,5052,11.6468,0.050637538,-3.5
1/15/07,2.142,0,1.22,5052,11.4068,0.050222503,-3.5
1/16/07,2.1401,0,1.22,5052,11.4312,0.049944338,-3.5
1/17/07,2.1342,0,1.22,5052,11.3691,0.05286996,-3.5
1/18/07,2.1352,0,1.22,5052,11.3033,0.05296133,-3.5
1/19/07,2.1304,0,1.22,5052,11.2857,0.054087091,-3.5
1/22/07,2.136,0,1.22,5052,11.2543,0.051634861,-3.5
1/23/07,2.1323,0,1.22,5052,10.8954,0.049571891,-3.5
1/24/07,2.1278,0,1.22,5052,10.8344,0.053739128,-3.5
1/25/07,2.133,0,1.22,5052,10.8523,0.051527401,-3.5
1/26/07,2.1381,0,1.22,5052,10.8957,0.051984539,-3.5
1/29/07,2.1345,0,1.22,5052,10.8462,0.049744533,-3.5
1/30/07,2.1311,0,1.22,5052,10.7544,0.051866679,-3.5
1/31/07,2.1229,0,1.22,2523,10.876,0.053969356,-3.5
2/1/07,2.1004,0,1.22,2523,10.7921,0.060006657,-3.5
2/2/07,2.1043,0,1.22,2523,10.6582,0.065718678,-3.5
2/5/07,2.0933,0,1.22,2523,10.6865,0.066991795,-3.5
2/6/07,2.0859,0,1.22,2523,10.3205,0.070674249,-3.5
2/7/07,2.0925,0,1.22,2523,10.4658,0.067833882,-3.5
2/8/07,2.0929,0,1.22,2523,10.3454,0.061932767,-3.5
2/9/07,2.108,0,1.22,2523,10.3866,0.060232524,-3.5
2/12/07,2.1135,0,1.22,2523,10.2407,0.054364525,-3.5
2/13/07,2.1076,0,1.22,2523,10.3486,0.054701262,-3.5
2/14/07,2.0915,0,1.22,2523,10.2656,0.055404483,-3.5
2/15/07,2.0934,0,1.22,2523,10.7783,0.058651836,-3.5
2/16/07,2.092,0,1.22,2523,10.8316,0.057719233,-3.5
2/19/07,2.092,0,1.22,2523,10.8456,0.057183535,-3.5
2/20/07,2.084,0,1.22,2523,10.8754,0.056523775,-3.5
2/21/07,2.0765,0,1.22,2523,10.8952,0.062194841,-3.5
2/22/07,2.0815,0,1.22,2523,10.8851,0.064673824,-3.5
2/23/07,2.0877,0,1.22,2523,10.8329,0.056289776,-3.5
2/26/07,2.0825,0,1.22,2523,11.0257,0.057272363,-3.5
2/27/07,2.1197,0,1.22,2523,10.6421,0.043745259,-3.5
2/28/07,2.1205,0,1.22,2901,10.2714,0.03734243,-3.5
3/1/07,2.1188,0,1.22,2901,10.399,0.036898866,-3.5
3/2/07,2.1318,0,1.22,2901,10.26,0.037214538,-3.5
3/5/07,2.134,0,1.22,2901,10.2018,0.030359107,-3.5
3/6/07,2.1168,0,1.22,2901,10.0982,0.036620892,-3.5
3/7/07,2.1123,0,1.22,2901,10.1332,0.039236208,-3.5
3/8/07,2.1065,0,1.22,2901,10.0497,0.044873732,-3.5
3/9/07,2.0983,0,1.22,2901,10.3848,0.04898706,-3.5
3/12/07,2.0876,0,1.22,2901,10.2035,0.048060502,-3.5
3/13/07,2.1035,0,1.22,2901,10.1377,0.048149816,-3.5
3/14/07,2.0972,0,1.22,2901,10.0895,0.039564003,-3.5
3/15/07,2.0888,0,1.22,2901,10.3881,0.045963425,-3.5
3/16/07,2.0922,0,1.22,2901,10.3921,0.044183871,-3.5
3/19/07,2.0785,0,1.22,2901,10.3264,0.049545189,-3.5
3/20/07,2.0762,0,1.22,2901,10.2303,0.049597414,-3.5
3/21/07,2.059,0,1.22,2901,10.1738,0.049797304,-3.5
3/22/07,2.0583,0,1.22,2901,10.2688,0.055148392,-3.5
3/23/07,2.0612,0,1.22,2901,10.2284,0.051724743,-3.5
3/26/07,2.0603,0,1.22,2901,10.2598,0.052072425,-3.5
3/27/07,2.062,0,1.22,2901,10.2556,0.051052459,-3.5
3/28/07,2.0685,0,1.22,2901,10.1015,0.04527054,-3.5
3/29/07,2.0444,0,1.22,2901,10.3662,0.054909118,-3.5
3/30/07,2.0594,0,1.22,2901,10.4626,0.065013686,-3.5
4/2/07,2.0478,0,1.07,3304,10.2726,0.056460627,-2.92
4/3/07,2.0362,0,1.07,3304,10.2505,0.060690454,-2.92
4/4/07,2.0332,0,1.07,3304,10.3913,0.06341666,-2.92
4/5/07,2.0315,0,1.07,3304,10.4,0.061156604,-2.92
4/6/07,2.0315,0,1.07,3304,10.2791,0.061648888,-2.92
4/9/07,2.0242,0,1.07,3304,10.5894,0.066264064,-2.92
4/10/07,2.0273,0,1.07,3304,10.4884,0.059531036,-2.92
4/11/07,2.0378,0,1.07,3304,10.4865,0.057658992,-2.92
4/12/07,2.0343,0,1.07,3304,10.6951,0.05305113,-2.92
4/13/07,2.0215,0,1.07,3304,10.6204,0.060182475,-2.92
4/16/07,2.0354,0,1.07,3304,10.9918,0.052354292,-2.92
4/17/07,2.0351,0,1.07,3304,10.7602,0.050265042,-2.92
4/18/07,2.0327,0,1.07,3304,10.6414,0.046811513,-2.92
4/19/07,2.0292,0,1.07,3304,10.7172,0.048851527,-2.92
4/20/07,2.026,0,1.07,3304,10.8479,0.051644238,-2.92
4/23/07,2.0355,0,1.07,3304,10.8842,0.052439352,-2.92
4/24/07,2.0344,0,1.07,3304,10.8782,0.044049164,-2.92
4/25/07,2.0206,0,1.07,3304,10.9048,0.049469801,-2.92
4/26/07,2.0274,0,1.07,3304,10.694,0.051665393,-2.92
4/27/07,2.0313,0,1.07,3304,10.9654,0.045786394,-2.92
4/30/07,2.0345,0,1.07,4181,10.7614,0.044397435,-2.92
5/1/07,2.0345,0,1.07,4181,10.7614,0.044252682,-2.92
5/2/07,2.0225,0,1.07,4181,10.4998,0.048198055,-2.92
5/3/07,2.027,0,1.07,4181,10.7143,0.049512603,-2.92
5/4/07,2.0335,0,1.07,4181,10.624,0.044638552,-2.92
5/7/07,2.0203,0,1.07,4181,10.7233,0.045609987,-2.92
5/8/07,2.0221,0,1.07,4181,10.6436,0.046279067,-2.92
5/9/07,2.0178,0,1.07,4181,10.6436,0.046831869,-2.92
5/10/07,2.0222,0,1.07,4181,10.6436,0.049375311,-2.92
5/11/07,2.0183,0,1.07,4181,10.449,0.049527801,-2.92
5/14/07,2.0075,0,1.07,4181,10.4828,0.052174143,-2.92
5/15/07,1.9815,0,1.07,4181,10.5555,0.060765727,-2.92
5/16/07,1.9527,0,1.07,4181,10.5095,0.074523652,-2.92
5/17/07,1.952,0,1.07,4181,10.628,0.081946302,-2.92
5/18/07,1.9607,0,1.07,4181,10.6317,0.076146986,-2.92
5/21/07,1.938,0,1.07,4181,10.6605,0.088164498,-2.92
5/22/07,1.9432,0,1.07,4181,10.312,0.088920249,-2.92
5/23/07,1.9508,0,1.07,4181,10.1185,0.086710715,-2.92
5/24/07,1.9692,0,1.07,4181,10.1888,0.074633389,-2.92
5/25/07,1.951,0,1.07,4181,10.2501,0.083559998,-2.92
5/28/07,1.9422,0,1.07,4181,10.2601,0.083216644,-2.92
5/29/07,1.949,0,1.07,4181,10.2549,0.083240036,-2.92
5/30/07,1.94,0,1.07,4181,9.9048,0.081922116,-2.92
5/31/07,1.9246,0,1.07,3853,10.4232,0.095043762,-2.92
6/1/07,1.9049,0,1.07,3853,10.1646,0.10664364,-2.92
6/4/07,1.927,0,1.07,3853,10.3107,0.095192325,-2.92
6/5/07,1.9457,0,1.07,3853,10.3097,0.080200972,-2.92
6/6/07,1.9514,0,1.07,3853,10.3429,0.066967566,-2.92
6/7/07,1.9653,0,1.07,3853,10.3411,0.069133387,-2.92
6/8/07,1.9595,0,1.07,3853,10.4557,0.072276266,-2.92
6/11/07,1.941,0,1.07,3853,10.3697,0.08477312,-2.92
6/12/07,1.946,0,1.07,3853,10.2469,0.087159514,-2.92
6/13/07,1.944,0,1.07,3853,9.8774,0.083519072,-2.92
6/14/07,1.9256,0,1.07,3853,10.0905,0.09155881,-2.92
6/15/07,1.912,0,1.07,3853,9.7427,0.100932217,-2.92
6/18/07,1.9048,0,1.07,3853,9.7452,0.103893194,-2.92
6/19/07,1.9045,0,1.07,3853,9.8402,0.102555904,-2.92
6/20/07,1.9287,0,1.07,3853,9.5617,0.093481472,-2.92
6/21/07,1.9159,0,1.07,3853,9.6962,0.093004791,-2.92
6/22/07,1.9417,0,1.07,3853,9.8375,0.088842637,-2.92
6/25/07,1.9505,0,1.07,3853,9.9217,0.08258991,-2.92
6/26/07,1.9535,0,1.07,3853,10.0146,0.078032756,-2.92
6/27/07,1.9434,0,1.07,3853,9.8912,0.073598707,-2.92
6/28/07,1.9215,0,1.07,3853,10.2015,0.086688815,-2.92
6/29/07,1.929,0,1.07,3853,10.1799,0.080535256,-2.92
7/2/07,1.915,0,1.1,3822,10.1182,0.084329562,-2.91
7/3/07,1.9092,0,1.1,3822,9.5707,0.085669112,-2.91
7/4/07,1.91,0,1.1,3822,9.607,0.085315028,-2.91
7/5/07,1.9135,0,1.1,3822,10.1446,0.085233328,-2.91
7/6/07,1.902,0,1.1,3822,9.6461,0.092246299,-2.91
7/9/07,1.896,0,1.1,3822,9.6623,0.091788756,-2.91
7/10/07,1.8918,0,1.1,3822,9.4201,0.092786221,-2.91
7/11/07,1.8918,0,1.1,3822,9.4327,0.092682355,-2.91
7/12/07,1.8731,0,1.1,3822,9.6162,0.099323333,-2.91
7/13/07,1.862,0,1.1,3822,9.5879,0.099782826,-2.91
7/16/07,1.87,0,1.1,3822,9.4426,0.10020413,-2.91
7/17/07,1.86,0,1.1,3822,9.425,0.103338487,-2.91
7/18/07,1.8595,0,1.1,3822,9.4472,0.105727798,-2.91
7/19/07,1.8543,0,1.1,3822,9.7946,0.107134552,-2.91
7/20/07,1.8565,0,1.1,3822,9.8532,0.101099974,-2.91
7/23/07,1.8417,0,1.1,3822,9.653,0.113166034,-2.91
7/24/07,1.8623,0,1.1,3822,9.487,0.108427857,-2.91
7/25/07,1.866,0,1.1,3822,9.3076,0.100656521,-2.91
7/26/07,1.9285,0,1.1,3822,9.5856,0.084868237,-2.91
7/27/07,1.8945,0,1.1,3822,9.8285,0.075926846,-2.91
7/30/07,1.8759,0,1.1,3822,9.9704,0.08961567,-2.91
7/31/07,1.8825,0,1.1,3344,9.6619,0.099390784,-2.91
8/1/07,1.882,0,1.1,3344,9.6455,0.093004985,-2.91
8/2/07,1.8745,0,1.1,3344,9.7599,0.098675942,-2.91
8/3/07,1.8999,0,1.1,3344,9.7741,0.090478421,-2.91
8/6/07,1.9063,0,1.1,3344,9.7796,0.077228024,-2.91
8/7/07,1.9056,0,1.1,3344,9.7377,0.074562102,-2.91
8/8/07,1.884,0,1.1,3344,9.4848,0.085121471,-2.91
8/9/07,1.9265,0,1.1,3344,9.5891,0.070934941,-2.91
8/10/07,1.9515,0,1.1,3344,9.2136,0.058857863,-2.91
8/13/07,1.9422,0,1.1,3344,9.235,0.060253638,-2.91
8/14/07,1.9853,0,1.1,3344,9.1173,0.041912479,-2.91
8/15/07,2.0295,0,1.1,3344,9.0665,0.034023308,-2.91
8/16/07,2.093,0,1.1,3344,9.3382,-0.016214345,-2.91
8/17/07,2.0246,0,1.1,3344,9.3906,0.01574192,-2.91
8/20/07,2.0287,0,1.1,3344,8.5353,0.011697995,-2.91
8/21/07,2.0341,0,1.1,3344,8.9233,0.016621802,-2.91
8/22/07,2.011,0,1.1,3344,9.0445,0.022491273,-2.91
8/23/07,1.9874,0,1.1,3344,9.1775,0.028842975,-2.91
8/24/07,1.9419,0,1.1,3344,9.0144,0.040010978,-2.91
8/27/07,1.9497,0,1.1,3344,8.938,0.048269692,-2.91
8/28/07,2.0015,0,1.1,3344,8.7495,0.032236638,-2.91
8/29/07,1.9658,0,1.1,3344,9.1456,0.03666395,-2.91
8/30/07,1.975,0,1.1,3344,9.1456,0.039765433,-2.91
8/31/07,1.9619,0,1.1,3541,9.3524,0.039855032,-2.91
9/3/07,1.954,0,1.1,3541,9.3554,0.039708588,-2.91
9/4/07,1.9475,0,1.1,3541,9.2498,0.051262692,-2.91
9/5/07,1.967,0,1.1,3541,9.4805,0.038152032,-2.91
9/6/07,1.945,0,1.1,3541,9.5728,0.045090635,-2.91
9/7/07,1.945,0,1.1,3541,9.5728,0.036429036,-2.91
9/10/07,1.9455,0,1.1,3541,9.4392,0.036618687,-2.91
9/11/07,1.9237,0,1.1,3541,9.6382,0.050198895,-2.91
9/12/07,1.909,0,1.1,3541,9.5479,0.059183074,-2.91
9/13/07,1.904,0,1.1,3541,9.2212,0.064651798,-2.91
9/14/07,1.9005,0,1.1,3541,9.2212,0.066229419,-2.91
9/17/07,1.9195,0,1.1,3541,9.2782,0.056115437,-2.91
9/18/07,1.877,0,1.1,3541,9.4337,0.062676804,-2.91
9/19/07,1.8681,0,1.1,3541,9.4337,0.076445082,-2.91
9/20/07,1.8819,0,1.1,3541,9.4337,0.079326936,-2.91
9/21/07,1.8677,0,1.1,3541,9.4337,0.075952645,-2.91
9/24/07,1.8701,0,1.1,3541,9.4337,0.069180646,-2.91
9/25/07,1.8591,0,1.1,3541,9.5606,0.071707298,-2.91
9/26/07,1.846,0,1.1,3541,9.5606,0.079160195,-2.91
9/27/07,1.843,0,1.1,3541,9.56,0.086104885,-2.91
9/28/07,1.8336,0,1.1,3541,9.0562,0.08447507,-2.91
10/1/07,1.809,0,0.54,3475,9.0292,0.093208696,-2.78
10/2/07,1.8242,0,0.54,3475,9.1458,0.091723741,-2.78
10/3/07,1.839,0,0.54,3475,8.9073,0.087717067,-2.78
10/4/07,1.8244,0,0.54,3475,8.8641,0.087688623,-2.78
10/5/07,1.804,0,0.54,3475,9.1309,0.100421052,-2.78
10/8/07,1.8178,0,0.54,3475,9.1183,0.100153529,-2.78
10/9/07,1.803,0,0.54,3475,9.0319,0.102791669,-2.78
10/10/07,1.8041,0,0.54,3475,8.9488,0.101580627,-2.78
10/11/07,1.8055,0,0.54,3475,8.9488,0.106884226,-2.78
10/12/07,1.8055,0,0.54,3475,8.9488,0.100895664,-2.78
10/15/07,1.8143,0,0.54,3475,9.2059,0.09540192,-2.78
10/16/07,1.8147,0,0.54,3475,9.3206,0.08701639,-2.78
10/17/07,1.8217,0,0.54,3475,9.1674,0.095799368,-2.78
10/18/07,1.7848,0,0.54,3475,9.6185,0.093417645,-2.78
10/19/07,1.8035,0,0.54,3475,9.1746,0.098483991,-2.78
10/22/07,1.817,0,0.54,3475,9.1163,0.087797522,-2.78
10/23/07,1.7966,0,0.54,3475,9.227,0.097037344,-2.78
10/24/07,1.8076,0,0.54,3475,9.0527,0.093874668,-2.78
10/25/07,1.7943,0,0.54,3475,9.2973,0.096841833,-2.78
10/26/07,1.768,0,0.54,3475,9.4861,0.102913198,-2.78
10/29/07,1.756,0,0.54,3475,9.3813,0.113404772,-2.78
10/30/07,1.7524,0,0.54,3475,9.4919,0.115752289,-2.78
10/31/07,1.736,0,0.54,3429,9.3482,0.122052818,-2.78
11/1/07,1.7477,0,0.54,3429,9.4089,0.117320892,-2.78
11/2/07,1.7477,0,0.54,3429,9.4999,0.109729698,-2.78
11/5/07,1.7489,0,0.54,3429,9.4638,0.111009247,-2.78
11/6/07,1.7355,0,0.54,3429,9.4528,0.122448872,-2.78
11/7/07,1.74,0,0.54,3429,9.4528,0.117631918,-2.78
11/8/07,1.7429,0,0.54,3429,9.4528,0.113888781,-2.78
11/9/07,1.7454,0,0.54,3429,9.4528,0.103794956,-2.78
11/12/07,1.7775,0,0.54,3429,9.4528,0.103489969,-2.78
11/13/07,1.766,0,0.54,3429,9.4528,0.095762119,-2.78
11/14/07,1.733,0,0.54,3429,9.4528,0.115024637,-2.78
11/15/07,1.733,0,0.54,3429,9.4528,0.108908219,-2.78
11/16/07,1.7455,0,0.54,3429,9.4528,0.110435529,-2.78
11/19/07,1.7664,0,0.54,3429,9.4528,0.098924941,-2.78
11/20/07,1.7585,0,0.54,3429,9.5672,0.097427866,-2.78
11/21/07,1.7759,0,0.54,3429,9.7174,0.081670229,-2.78
11/22/07,1.7795,0,0.54,3429,9.84,0.081356174,-2.78
11/23/07,1.8033,0,0.54,3429,9.84,0.068642849,-2.78
11/26/07,1.8232,0,0.54,3429,9.4568,0.053470872,-2.78
