Dates,BRL_FX_Spot,50d_200d_cross,CA,TB,rate,REER_discount,budget
1/27/10,1.858,0,-1.5,2169,7.5017,0.051820227,-3.81
1/28/10,1.872,0,-1.5,2169,7.725,0.042466068,-3.81
1/29/10,1.895,0,-1.5,2169,7.745,0.042715327,-3.81
2/1/10,1.8481,0,-1.5,-181,7.73,0.048981628,-3.81
2/2/10,1.8297,0,-1.5,-181,7.815,0.066625804,-3.81
2/3/10,1.8525,0,-1.5,-181,7.795,0.056997178,-3.81
2/4/10,1.8769,0,-1.5,-181,7.85,0.041380557,-3.81
2/5/10,1.8793,0,-1.5,-181,7.825,0.045537483,-3.81
2/8/10,1.8755,0,-1.5,-181,7.4644,0.055136142,-3.81
2/9/10,1.8473,0,-1.5,-181,7.835,0.064015735,-3.81
2/10/10,1.8562,0,-1.5,-181,7.735,0.059939166,-3.81
2/11/10,1.8433,0,-1.5,-181,7.56,0.060462762,-3.81
2/12/10,1.8544,0,-1.5,-181,7.4361,0.056382924,-3.81
2/15/10,1.8544,0,-1.5,-181,7.166,0.056319038,-3.81
2/16/10,1.8544,0,-1.5,-181,7.645,0.065821394,-3.81
2/17/10,1.8304,0,-1.5,-181,7.69,0.07052333,-3.81
2/18/10,1.8088,0,-1.5,-181,7.7,0.078908409,-3.81
2/19/10,1.8027,0,-1.5,-181,7.7123,0.090801842,-3.81
2/22/10,1.8113,0,-1.5,-181,7.395,0.08662029,-3.81
2/23/10,1.8269,0,-1.5,-181,7.521,0.077324692,-3.81
2/24/10,1.8246,0,-1.5,-181,7.7479,0.080287861,-3.81
2/25/10,1.8238,0,-1.5,-181,7.72,0.071429479,-3.81
2/26/10,1.8076,0,-1.5,-181,7.6977,0.088222753,-3.81
3/1/10,1.7978,0,-1.5,389,7.895,0.093047386,-3.81
3/2/10,1.7928,0,-1.5,389,7.975,0.099855064,-3.81
3/3/10,1.7915,0,-1.5,389,7.6548,0.098639422,-3.81
3/4/10,1.7884,0,-1.5,389,7.955,0.094106469,-3.81
3/5/10,1.7782,0,-1.5,389,7.925,0.099827038,-3.81
3/8/10,1.7885,0,-1.5,389,7.6112,0.093189154,-3.81
3/9/10,1.7757,0,-1.5,389,7.955,0.092369058,-3.81
3/10/10,1.7688,0,-1.5,389,8.03,0.103683153,-3.81
3/11/10,1.7639,0,-1.5,389,8.115,0.102514096,-3.81
3/12/10,1.7624,0,-1.5,389,8.045,0.103361423,-3.81
3/15/10,1.7644,0,-1.5,389,8.1794,0.103533313,-3.81
3/16/10,1.7674,0,-1.5,389,8.185,0.104815246,-3.81
3/17/10,1.767,0,-1.5,389,8.135,0.101533865,-3.81
3/18/10,1.7917,0,-1.5,389,7.98,0.089936069,-3.81
3/19/10,1.8017,0,-1.5,389,8.055,0.087829817,-3.81
3/22/10,1.7897,0,-1.5,389,7.8094,0.085625589,-3.81
3/23/10,1.7761,0,-1.5,389,7.99,0.095977357,-3.81
3/24/10,1.8012,0,-1.5,389,7.97,0.098422616,-3.81
3/25/10,1.8191,0,-1.5,389,7.676,0.088195412,-3.81
3/26/10,1.819,1,-1.5,389,8.155,0.077985985,-3.81
3/29/10,1.7945,1,-1.5,389,8.21,0.083358208,-3.81
3/30/10,1.7899,1,-1.5,389,7.8388,0.090595066,-3.81
3/31/10,1.7813,1,-1.99,673,8.27,0.0958913,-3
4/1/10,1.7646,1,-1.99,673,8.1515,0.104408572,-3
4/2/10,1.7646,1,-1.99,673,8.2006,0.107737083,-3
4/5/10,1.7618,1,-1.99,673,8.195,0.110192585,-3
4/6/10,1.7531,1,-1.99,673,8.35,0.112845956,-3
4/7/10,1.7813,1,-1.99,673,7.8266,0.110715,-3
4/8/10,1.7809,1,-1.99,673,8.2478,0.099922103,-3
4/9/10,1.764,1,-1.99,673,8.3112,0.101026047,-3
4/12/10,1.7532,1,-1.99,673,8.4,0.106882697,-3
4/13/10,1.7495,1,-1.99,673,8.46,0.10576264,-3
4/14/10,1.7455,1,-1.99,673,8.605,0.112977748,-3
4/15/10,1.7488,1,-1.99,673,8.2577,0.117291248,-3
4/16/10,1.7582,0,-1.99,673,8.45,0.105741352,-3
4/19/10,1.754,0,-1.99,673,8.48,0.108087605,-3
4/20/10,1.7509,0,-1.99,673,8.5154,0.114750901,-3
4/21/10,1.7509,0,-1.99,673,8.4796,0.114838901,-3
4/22/10,1.7638,0,-1.99,673,8.5177,0.105831229,-3
4/23/10,1.7565,0,-1.99,673,8.53,0.107926729,-3
4/26/10,1.7465,0,-1.99,673,8.4681,0.119548728,-3
4/27/10,1.7713,0,-1.99,673,8.8929,0.111079774,-3
4/28/10,1.7485,0,-1.99,673,9.02,0.116689845,-3
4/29/10,1.7277,0,-1.99,673,8.5744,0.132704555,-3
4/30/10,1.7394,0,-1.99,1282,8.9326,0.13253561,-3
5/3/10,1.727,0,-1.99,1282,8.9264,0.131844238,-3
5/4/10,1.7648,0,-1.99,1282,8.808,0.126937295,-3
5/5/10,1.7951,0,-1.99,1282,8.5233,0.112640954,-3
5/6/10,1.8551,0,-1.99,1282,8.795,0.085637726,-3
5/7/10,1.838,0,-1.99,1282,8.6535,0.085039003,-3
5/10/10,1.771,0,-1.99,1282,9.0429,0.11345985,-3
5/11/10,1.7904,0,-1.99,1282,8.9922,0.119562372,-3
5/12/10,1.7741,0,-1.99,1282,8.7889,0.122872075,-3
5/13/10,1.7756,0,-1.99,1282,9.0834,0.124617599,-3
5/14/10,1.7993,0,-1.99,1282,9.025,0.111759087,-3
5/17/10,1.8006,0,-1.99,1282,9.1016,0.10259456,-3
5/18/10,1.8219,0,-1.99,1282,9.0031,0.116586609,-3
5/19/10,1.8278,0,-1.99,1282,8.7041,0.090164579,-3
5/20/10,1.8836,0,-1.99,1282,9.045,0.070445513,-3
5/21/10,1.8534,0,-1.99,1282,8.955,0.083425985,-3
5/24/10,1.8704,0,-1.99,1282,9.05,0.088297126,-3
5/25/10,1.8451,1,-1.99,1282,9.1581,0.079423216,-3
5/26/10,1.8717,1,-1.99,1282,8.9,0.092717273,-3
5/27/10,1.8153,1,-1.99,1282,9.145,0.102112448,-3
5/28/10,1.8171,1,-1.99,1282,9.21,0.107615036,-3
5/31/10,1.8209,1,-1.99,3450,9.15,0.107556929,-3
6/1/10,1.8478,1,-1.99,3450,8.8285,0.108286125,-3
6/2/10,1.8176,1,-1.99,3450,8.9936,0.095271391,-3
6/3/10,1.8176,1,-1.99,3450,9.0149,0.114160527,-3
6/4/10,1.8654,1,-1.99,3450,9.1446,0.103020391,-3
6/7/10,1.8798,1,-1.99,3450,9.1525,0.096662691,-3
6/8/10,1.8543,1,-1.99,3450,9.4818,0.092654513,-3
6/9/10,1.8501,1,-1.99,3450,9.2277,0.104123252,-3
6/10/10,1.8045,1,-1.99,3450,9.3529,0.11688989,-3
6/11/10,1.8107,1,-1.99,3450,9.328,0.123097687,-3
6/14/10,1.8111,1,-1.99,3450,9.41,0.11812173,-3
6/15/10,1.7875,1,-1.99,3450,9.7458,0.125003899,-3
6/16/10,1.7873,1,-1.99,3450,9.445,0.12733012,-3
6/17/10,1.7802,1,-1.99,3450,9.44,0.126885009,-3
6/18/10,1.7721,1,-1.99,3450,9.47,0.132642934,-3
6/21/10,1.7712,1,-1.99,3450,9.4365,0.133193422,-3
6/22/10,1.788,1,-1.99,3450,9.44,0.13386184,-3
6/23/10,1.7873,1,-1.99,3450,9.2663,0.113316103,-3
6/24/10,1.7836,1,-1.99,3450,9.5221,0.121000128,-3
6/25/10,1.7802,1,-1.99,3450,9.4456,0.124588572,-3
6/28/10,1.7803,1,-1.99,3450,9.5418,0.127069372,-3
6/29/10,1.8134,1,-1.99,3450,9.2332,0.113187645,-3
6/30/10,1.8047,1,-2.66,2267,8.9567,0.118797448,-3.05
7/1/10,1.7911,1,-2.66,2267,9.3797,0.110712264,-3.05
7/2/10,1.7721,1,-2.66,2267,9.2475,0.121973419,-3.05
7/5/10,1.7774,1,-2.66,2267,9.0952,0.121953333,-3.05
7/6/10,1.7796,1,-2.66,2267,8.7663,0.12722121,-3.05
7/7/10,1.7674,1,-2.66,2267,8.4685,0.1248514,-3.05
7/8/10,1.7605,1,-2.66,2267,8.7053,0.119389527,-3.05
7/9/10,1.7554,1,-2.66,2267,9.4724,0.128622997,-3.05
7/12/10,1.7607,1,-2.66,2267,8.7116,0.127770488,-3.05
7/13/10,1.757,1,-2.66,2267,8.4214,0.130570671,-3.05
7/14/10,1.7626,1,-2.66,2267,8.2773,0.123739063,-3.05
7/15/10,1.7629,1,-2.66,2267,8.5396,0.112398402,-3.05
7/16/10,1.7821,1,-2.66,2267,8.5667,0.104291457,-3.05
7/19/10,1.7926,1,-2.66,2267,8.3344,0.103918434,-3.05
7/20/10,1.7742,1,-2.66,2267,8.5641,0.108192095,-3.05
7/21/10,1.7808,1,-2.66,2267,8.2903,0.112774825,-3.05
7/22/10,1.7581,1,-2.66,2267,8.0491,0.116155014,-3.05
7/23/10,1.7738,1,-2.66,2267,8.2046,0.117763616,-3.05
7/26/10,1.7624,1,-2.66,2267,8.4047,0.109210311,-3.05
7/27/10,1.7672,1,-2.66,2267,8.4773,0.111373345,-3.05
7/28/10,1.769,1,-2.66,2267,8.5281,0.111317629,-3.05
7/29/10,1.758,1,-2.66,2267,8.5695,0.106094355,-3.05
7/30/10,1.7549,1,-2.66,2267,8.4375,0.11059146,-3.05
8/2/10,1.752,1,-2.66,1344,8.4996,0.114074329,-3.05
8/3/10,1.7574,1,-2.66,1344,8.4279,0.104965334,-3.05
8/4/10,1.7522,1,-2.66,1344,8.3886,0.105240845,-3.05
8/5/10,1.7518,1,-2.66,1344,8.4714,0.105606196,-3.05
8/6/10,1.7609,1,-2.66,1344,8.3895,0.100095418,-3.05
8/9/10,1.7489,1,-2.66,1344,8.7209,0.103929327,-3.05
8/10/10,1.7534,1,-2.66,1344,8.7915,0.10388811,-3.05
8/11/10,1.7748,1,-2.66,1344,8.3324,0.104491505,-3.05
8/12/10,1.7697,1,-2.66,1344,8.9955,0.105176238,-3.05
8/13/10,1.772,0,-2.66,1344,8.6179,0.105607978,-3.05
8/16/10,1.7546,0,-2.66,1344,8.5933,0.111136205,-3.05
8/17/10,1.7544,0,-2.66,1344,8.5032,0.112209488,-3.05
8/18/10,1.7531,0,-2.66,1344,8.0494,0.111827875,-3.05
8/19/10,1.7555,0,-2.66,1344,8.3563,0.106649785,-3.05
8/20/10,1.7562,0,-2.66,1344,7.9933,0.110685603,-3.05
8/23/10,1.77,0,-2.66,1344,8.2239,0.109314265,-3.05
8/24/10,1.7705,0,-2.66,1344,7.9534,0.109825872,-3.05
8/25/10,1.7635,0,-2.66,1344,7.7028,0.109430212,-3.05
8/26/10,1.7619,0,-2.66,1344,8.5833,0.111212153,-3.05
8/27/10,1.7501,0,-2.66,1344,8.8762,0.115532309,-3.05
8/30/10,1.7594,0,-2.66,1344,8.5572,0.113002249,-3.05
8/31/10,1.7559,0,-2.66,2390,8.8277,0.115921851,-3.05
9/1/10,1.746,0,-2.66,2390,8.6659,0.118510296,-3.05
9/2/10,1.726,0,-2.66,2390,8.5044,0.123825354,-3.05
9/3/10,1.7328,0,-2.66,2390,8.6545,0.12544632,-3.05
9/6/10,1.7267,0,-2.66,2390,8.6653,0.124966493,-3.05
9/7/10,1.7267,0,-2.66,2390,7.9494,0.124251556,-3.05
9/8/10,1.7263,0,-2.66,2390,8.491,0.127433392,-3.05
9/9/10,1.7203,0,-2.66,2390,8.5012,0.123655866,-3.05
9/10/10,1.7222,0,-2.66,2390,8.2016,0.126750319,-3.05
9/13/10,1.7106,0,-2.66,2390,8.6565,0.12266438,-3.05
9/14/10,1.7099,0,-2.66,2390,7.9983,0.125698384,-3.05
9/15/10,1.7236,0,-2.66,2390,8.329,0.119691616,-3.05
9/16/10,1.7118,0,-2.66,2390,7.942,0.116049192,-3.05
9/17/10,1.7213,0,-2.66,2390,8.1588,0.117553964,-3.05
9/20/10,1.7331,0,-2.66,2390,8.4409,0.116157359,-3.05
9/21/10,1.7108,0,-2.66,2390,8.2451,0.107143785,-3.05
9/22/10,1.7183,0,-2.66,2390,8.5586,0.103421456,-3.05
9/23/10,1.723,0,-2.66,2390,8.1916,0.104619417,-3.05
9/24/10,1.7109,0,-2.66,2390,8.1367,0.104786873,-3.05
9/27/10,1.7106,0,-2.66,2390,8.3316,0.105068531,-3.05
9/28/10,1.7079,0,-2.66,2390,8.1025,0.103869586,-3.05
9/29/10,1.7009,0,-2.66,2390,7.789,0.102848696,-3.05
9/30/10,1.6873,0,-3.18,1071,7.85,0.107944797,-2.83
10/1/10,1.6897,0,-3.18,1071,7.9349,0.11236054,-2.83
10/4/10,1.6979,0,-3.18,1071,7.9019,0.110143113,-2.83
10/5/10,1.6632,0,-3.18,1071,8.026,0.115600171,-2.83
10/6/10,1.6788,0,-3.18,1071,8.1018,0.1119754,-2.83
10/7/10,1.6811,0,-3.18,1071,7.984,0.10670895,-2.83
10/8/10,1.6661,0,-3.18,1071,7.9675,0.107924876,-2.83
10/11/10,1.6699,0,-3.18,1071,8.0944,0.107428208,-2.83
10/12/10,1.6699,0,-3.18,1071,7.714,0.112223209,-2.83
10/13/10,1.653,0,-3.18,1071,7.9894,0.116893563,-2.83
10/14/10,1.6602,0,-3.18,1071,7.4587,0.108708893,-2.83
10/15/10,1.6651,0,-3.18,1071,7.5855,0.111335997,-2.83
10/18/10,1.674,0,-3.18,1071,6.8653,0.111382336,-2.83
10/19/10,1.6827,0,-3.18,1071,7.1671,0.098023699,-2.83
10/20/10,1.6775,0,-3.18,1071,6.3436,0.104143678,-2.83
10/21/10,1.6969,0,-3.18,1071,6.6595,0.091727805,-2.83
10/22/10,1.7057,0,-3.18,1071,6.7924,0.092191098,-2.83
10/25/10,1.6956,0,-3.18,1071,7.0879,0.080533378,-2.83
10/26/10,1.7036,0,-3.18,1071,7.1864,0.085590115,-2.83
10/27/10,1.7214,0,-3.18,1071,7.1986,0.081161434,-2.83
10/28/10,1.7042,0,-3.18,1071,7.9209,0.080193265,-2.83
10/29/10,1.6991,0,-3.18,1071,8.6143,0.088477998,-2.83
11/1/10,1.703,0,-3.18,1827,8.1001,0.08372572,-2.83
11/2/10,1.703,0,-3.18,1827,7.9475,0.080675085,-2.83
11/3/10,1.6898,0,-3.18,1827,7.7278,0.08320531,-2.83
11/4/10,1.6708,0,-3.18,1827,7.694,0.089688164,-2.83
11/5/10,1.6799,0,-3.18,1827,8.0052,0.089972229,-2.83
11/8/10,1.7003,0,-3.18,1827,7.9083,0.083107591,-2.83
11/9/10,1.7013,0,-3.18,1827,7.6351,0.082023346,-2.83
11/10/10,1.7079,0,-3.18,1827,7.9561,0.079751785,-2.83
11/11/10,1.7157,0,-3.18,1827,7.8527,0.07911368,-2.83
11/12/10,1.7222,0,-3.18,1827,8.086,0.073007111,-2.83
11/15/10,1.7222,0,-3.18,1827,7.8757,0.075824277,-2.83
11/16/10,1.7416,0,-3.18,1827,7.5895,0.070090518,-2.83
11/17/10,1.7269,0,-3.18,1827,7.9535,0.076638367,-2.83
11/18/10,1.7115,0,-3.18,1827,7.6932,0.079728243,-2.83
11/19/10,1.7156,0,-3.18,1827,8.0052,0.075132982,-2.83
11/22/10,1.7216,0,-3.18,1827,7.7881,0.073434102,-2.83
11/23/10,1.7357,0,-3.18,1827,7.7986,0.069055107,-2.83
11/24/10,1.7216,0,-3.18,1827,7.4763,0.078661914,-2.83
11/25/10,1.7216,0,-3.18,1827,7.8651,0.078020317,-2.83
11/26/10,1.7279,0,-3.18,1827,7.9544,0.080994542,-2.83
11/29/10,1.7185,0,-3.18,1827,8.0927,0.08299895,-2.83
11/30/10,1.7143,0,-3.18,291,8.3584,0.089859651,-2.83
12/1/10,1.7049,0,-3.18,291,8.5037,0.093349105,-2.83
12/2/10,1.6963,0,-3.18,291,8.3256,0.090165197,-2.83
12/3/10,1.687,0,-3.18,291,8.0729,0.094516669,-2.83
12/6/10,1.6749,0,-3.18,291,8.3281,0.09853101,-2.83
12/7/10,1.6818,0,-3.18,291,8.4441,0.098245573,-2.83
12/8/10,1.6903,0,-3.18,291,8.2682,0.095270555,-2.83
12/9/10,1.7103,0,-3.18,291,8.5305,0.084230189,-2.83
12/10/10,1.707,0,-3.18,291,8.1622,0.074988612,-2.83
12/13/10,1.6939,0,-3.18,291,8.5501,0.077609514,-2.83
12/14/10,1.6974,0,-3.18,291,8.0806,0.083995668,-2.83
12/15/10,1.7095,0,-3.18,291,8.0796,0.084267672,-2.83
12/16/10,1.7027,0,-3.18,291,8.0747,0.082593367,-2.83
12/17/10,1.7143,0,-3.18,291,8.0554,0.077123046,-2.83
12/20/10,1.7066,0,-3.18,291,8.4416,0.081379371,-2.83
12/21/10,1.6954,0,-3.18,291,8.6113,0.08793734,-2.83
12/22/10,1.7003,0,-3.18,291,8.6097,0.087104479,-2.83
12/23/10,1.6913,0,-3.18,291,8.1828,0.087018304,-2.83
12/24/10,1.6909,0,-3.18,291,8.326,0.086407236,-2.83
12/27/10,1.6859,0,-3.18,291,9.25,0.086960461,-2.83
12/28/10,1.6915,0,-3.18,291,8.8667,0.087313997,-2.83
12/29/10,1.6788,0,-3.18,291,8.2936,0.090494691,-2.83
12/30/10,1.66,0,-3.18,291,9.4155,0.097878901,-2.83
12/31/10,1.6613,0,-3.42,5344,7.3552,0.095391216,-2.44
1/3/11,1.6472,0,-3.42,5344,7.995,0.105161653,-2.44
1/4/11,1.6605,0,-3.42,5344,8.045,0.092064175,-2.44
1/5/11,1.6739,0,-3.42,5344,7.8722,0.094812903,-2.44
1/6/11,1.6869,0,-3.42,5344,7.3321,0.087218196,-2.44
1/7/11,1.684,0,-3.42,5344,7.7114,0.089683986,-2.44
1/10/11,1.6891,0,-3.42,5344,7.8104,0.086204464,-2.44
1/11/11,1.6837,0,-3.42,5344,8.0804,0.08577715,-2.44
1/12/11,1.6734,0,-3.42,5344,8.2514,0.088882735,-2.44
1/13/11,1.6726,0,-3.42,5344,8.2054,0.088852624,-2.44
1/14/11,1.6851,0,-3.42,5344,8.3661,0.080250256,-2.44
1/17/11,1.6805,0,-3.42,5344,8.9707,0.079713685,-2.44
1/18/11,1.6744,0,-3.42,5344,9.5413,0.083032825,-2.44
1/19/11,1.6708,0,-3.42,5344,9.1486,0.082162246,-2.44
1/20/11,1.6735,0,-3.42,5344,8.9837,0.082931332,-2.44
1/21/11,1.6777,0,-3.42,5344,8.5991,0.080469347,-2.44
1/24/11,1.6708,0,-3.42,5344,8.7542,0.078511487,-2.44
1/25/11,1.6718,0,-3.42,5344,8.7138,0.07842779,-2.44
1/26/11,1.668,0,-3.42,5344,8.6578,0.077000804,-2.44
1/27/11,1.6764,0,-3.42,5344,8.5261,0.072775069,-2.44
1/28/11,1.683,0,-3.42,5344,8.6494,0.068483659,-2.44
1/31/11,1.667,0,-3.42,397,8.3236,0.073524742,-2.44
2/1/11,1.6644,0,-3.42,397,8.4197,0.076754915,-2.44
2/2/11,1.6672,0,-3.42,397,8.3911,0.073237432,-2.44
2/3/11,1.6681,0,-3.42,397,8.6071,0.074638464,-2.44
2/4/11,1.6737,0,-3.42,397,8.9717,0.069925494,-2.44
2/7/11,1.6795,0,-3.42,397,8.9057,0.068022131,-2.44
2/8/11,1.6646,0,-3.42,397,9.4583,0.070882422,-2.44
2/9/11,1.6593,0,-3.42,397,9.182,0.076114751,-2.44
2/10/11,1.6675,0,-3.42,397,9.4229,0.075036689,-2.44
2/11/11,1.6657,0,-3.42,397,8.5025,0.079230549,-2.44
2/14/11,1.667,0,-3.42,397,8.3034,0.078051522,-2.44
2/15/11,1.6698,0,-3.42,397,8.2971,0.076902583,-2.44
2/16/11,1.6692,0,-3.42,397,8.2998,0.071104794,-2.44
2/17/11,1.661,0,-3.42,397,8.4371,0.07570593,-2.44
2/18/11,1.6621,0,-3.42,397,8.5842,0.07010572,-2.44
2/21/11,1.6682,0,-3.42,397,8.4999,0.069574553,-2.44
2/22/11,1.6724,0,-3.42,397,8.4203,0.07087547,-2.44
2/23/11,1.674,0,-3.42,397,8.524,0.063555625,-2.44
2/24/11,1.6641,0,-3.42,397,8.3888,0.069623909,-2.44
2/25/11,1.663,0,-3.42,397,8.3286,0.070634405,-2.44
2/28/11,1.6643,0,-3.42,1192,9.1373,0.068653276,-2.44
3/1/11,1.6639,0,-3.42,1192,8.0211,0.066753303,-2.44
3/2/11,1.6576,0,-3.42,1192,7.9424,0.065378406,-2.44
3/3/11,1.6493,0,-3.42,1192,8.2558,0.066380202,-2.44
3/4/11,1.6546,0,-3.42,1192,8.6543,0.072211096,-2.44
3/7/11,1.6546,0,-3.42,1192,8.4845,0.065358299,-2.44
3/8/11,1.6546,0,-3.42,1192,8.3404,0.065974682,-2.44
3/9/11,1.654,0,-3.42,1192,8.2026,0.064139908,-2.44
3/10/11,1.6622,0,-3.42,1192,8.254,0.064785463,-2.44
3/11/11,1.6649,0,-3.42,1192,8.5911,0.061155611,-2.44
3/14/11,1.6598,0,-3.42,1192,8.5045,0.05488639,-2.44
3/15/11,1.6653,0,-3.42,1192,8.914,0.056178272,-2.44
3/16/11,1.6756,0,-3.42,1192,8.8323,0.056133516,-2.44
3/17/11,1.678,0,-3.42,1192,8.9546,0.048937312,-2.44
3/18/11,1.6655,0,-3.42,1192,8.9325,0.047180612,-2.44
3/21/11,1.666,0,-3.42,1192,8.7604,0.050625814,-2.44
3/22/11,1.6598,0,-3.42,1192,8.6245,0.049549065,-2.44
3/23/11,1.6604,0,-3.42,1192,8.6041,0.052643211,-2.44
3/24/11,1.6594,0,-3.42,1192,8.4734,0.053103896,-2.44
3/25/11,1.662,0,-3.42,1192,8.6937,0.054163291,-2.44
3/28/11,1.6629,0,-3.42,1192,8.2454,0.053290937,-2.44
3/29/11,1.6463,0,-3.42,1192,8.6957,0.05609011,-2.44
3/30/11,1.6288,0,-3.42,1192,8.7299,0.073405604,-2.44
3/31/11,1.6318,0,-3.31,1552,8.5572,0.06926258,-2.36
4/1/11,1.607,0,-3.31,1552,7.9403,0.07771032,-2.36
4/4/11,1.6073,0,-3.31,1552,8.2172,0.081054664,-2.36
4/5/11,1.6096,0,-3.31,1552,7.792,0.08025239,-2.36
4/6/11,1.6144,0,-3.31,1552,7.6467,0.081872021,-2.36
4/7/11,1.5863,0,-3.31,1552,6.9097,0.088479272,-2.36
4/8/11,1.5689,0,-3.31,1552,6.6144,0.094970273,-2.36
4/11/11,1.5833,0,-3.31,1552,7.0928,0.09255838,-2.36
4/12/11,1.5947,0,-3.31,1552,7.1349,0.086724784,-2.36
4/13/11,1.5865,0,-3.31,1552,7.7034,0.082715082,-2.36
4/14/11,1.5782,0,-3.31,1552,7.1231,0.089102684,-2.36
4/15/11,1.5762,0,-3.31,1552,6.9677,0.094870142,-2.36
4/18/11,1.59,0,-3.31,1552,6.9029,0.084470795,-2.36
4/19/11,1.5763,0,-3.31,1552,6.3731,0.091769759,-2.36
4/20/11,1.5663,0,-3.31,1552,5.9077,0.094022039,-2.36
4/21/11,1.5663,0,-3.31,1552,5.9064,0.093561351,-2.36
4/22/11,1.5663,0,-3.31,1552,5.975,0.094396531,-2.36
4/25/11,1.5688,0,-3.31,1552,6.176,0.089785834,-2.36
4/26/11,1.5621,0,-3.31,1552,5.8333,0.092541857,-2.36
4/27/11,1.5665,0,-3.31,1552,4.8781,0.087440139,-2.36
4/28/11,1.578,0,-3.31,1552,3.9644,0.069781906,-2.36
4/29/11,1.5754,0,-3.31,1552,4.3811,0.081159598,-2.36
5/2/11,1.5893,0,-3.31,1860,4.6722,0.075732859,-2.36
5/3/11,1.5876,0,-3.31,1860,4.8867,0.069534224,-2.36
5/4/11,1.6182,0,-3.31,1860,6.2181,0.055917259,-2.36
5/5/11,1.622,0,-3.31,1860,7.175,0.053787873,-2.36
5/6/11,1.6149,0,-3.31,1860,6.2126,0.064225425,-2.36
5/9/11,1.6141,0,-3.31,1860,7.1736,0.056054533,-2.36
5/10/11,1.6037,0,-3.31,1860,7.0075,0.063955299,-2.36
5/11/11,1.6218,0,-3.31,1860,7.3288,0.057409335,-2.36
5/12/11,1.6198,0,-3.31,1860,7.3071,0.059602221,-2.36
5/13/11,1.6362,0,-3.31,1860,8.1033,0.048842677,-2.36
5/16/11,1.6348,0,-3.31,1860,8.082,0.054386064,-2.36
5/17/11,1.6156,0,-3.31,1860,8.0888,0.052980491,-2.36
5/18/11,1.6096,0,-3.31,1860,7.7286,0.06418257,-2.36
5/19/11,1.6163,0,-3.31,1860,7.5528,0.059310176,-2.36
5/20/11,1.6228,0,-3.31,1860,4.6939,0.061681388,-2.36
5/23/11,1.6332,0,-3.31,1860,7.6975,0.054136301,-2.36
5/24/11,1.6241,0,-3.31,1860,7.3684,0.055572829,-2.36
5/25/11,1.6292,0,-3.31,1860,7.2256,0.056109124,-2.36
5/26/11,1.6151,0,-3.31,1860,8.11,0.0565761,-2.36
5/27/11,1.5945,0,-3.31,1860,8.2304,0.066948378,-2.36
5/30/11,1.5944,0,-3.31,1860,8.2707,0.066607911,-2.36
5/31/11,1.5801,0,-3.31,3522,7.9799,0.074248842,-2.36
6/1/11,1.5942,0,-3.31,3522,7.7218,0.072270987,-2.36
6/2/11,1.575,0,-3.31,3522,7.5552,0.073519751,-2.36
6/3/11,1.5763,0,-3.31,3522,8.0196,0.07554907,-2.36
6/6/11,1.5843,0,-3.31,3522,7.8355,0.069788683,-2.36
6/7/11,1.5798,0,-3.31,3522,7.7275,0.071610926,-2.36
6/8/11,1.5815,0,-3.31,3522,7.8149,0.068645762,-2.36
6/9/11,1.5832,0,-3.31,3522,8.0546,0.06844987,-2.36
6/10/11,1.597,0,-3.31,3522,8.2849,0.061676992,-2.36
6/13/11,1.5832,0,-3.31,3522,8.5148,0.067263162,-2.36
6/14/11,1.5837,0,-3.31,3522,8.6418,0.069570855,-2.36
6/15/11,1.6002,0,-3.31,3522,8.5534,0.066513493,-2.36
6/16/11,1.603,0,-3.31,3522,8.4879,0.057616508,-2.36
6/17/11,1.5978,0,-3.31,3522,8.7175,0.062668608,-2.36
6/20/11,1.5965,0,-3.31,3522,8.8932,0.06423508,-2.36
6/21/11,1.5862,0,-3.31,3522,8.6329,0.064517091,-2.36
6/22/11,1.5909,0,-3.31,3522,8.6458,0.064396947,-2.36
6/23/11,1.5909,0,-3.31,3522,8.47,0.068053859,-2.36
6/24/11,1.6046,0,-3.31,3522,8.8654,0.064661331,-2.36
6/27/11,1.5944,0,-3.31,3522,8.928,0.064249067,-2.36
6/28/11,1.5759,0,-3.31,3522,8.9027,0.071591789,-2.36
6/29/11,1.5677,0,-3.31,3522,8.5839,0.075337991,-2.36
6/30/11,1.5633,0,-3.04,4429,8.271,0.078575372,-2.21
7/1/11,1.556,0,-3.04,4429,8.5403,0.080730319,-2.21
7/4/11,1.5534,0,-3.04,4429,7.5317,0.0804024,-2.21
7/5/11,1.5648,0,-3.04,4429,7.8314,0.074943168,-2.21
7/6/11,1.5694,0,-3.04,4429,8.1952,0.076141875,-2.21
7/7/11,1.5538,0,-3.04,4429,8.3292,0.081800053,-2.21
7/8/11,1.5625,0,-3.04,4429,9.0241,0.076449707,-2.21
7/11/11,1.5775,0,-3.04,4429,7.9977,0.071429378,-2.21
7/12/11,1.5791,0,-3.04,4429,8.5592,0.073032638,-2.21
7/13/11,1.5755,0,-3.04,4429,8.32,0.071552006,-2.21
7/14/11,1.5791,0,-3.04,4429,8.0745,0.06841166,-2.21
7/15/11,1.5745,0,-3.04,4429,8.3967,0.070021023,-2.21
7/18/11,1.5745,0,-3.04,4429,8.1501,0.06696865,-2.21
7/19/11,1.5636,0,-3.04,4429,8.025,0.072903358,-2.21
7/20/11,1.5653,0,-3.04,4429,7.7021,0.073198967,-2.21
